name,profileUrl,url,desc,phone,fax,email,type,isPublic,publicHours,hasOnSiteTastingRoom,region,img,wines,id,White Wines,Red Wines,Other Types,Alvarinho,Barbera,Black Muscat,Blend - Bordeaux Style Red,Blend - Bordeaux Style White,Blend - Other Red,Blend - Other White,Blend - Proprietary Red,Blend - Proprietary White,Blend - Rhone Style Red,Blend - Rhone Style White,Cabernet Franc,Cabernet Sauvignon,Carmenere,Chardonnay,Chenin Blanc,Cider,Cinsault,Dolcetto,Folle Blanche/ Picpoul Blanc,Fruit,Fume Blanc,Gamay Noir,Gewurztraminer,Grenache Blanc,Grenache Noir,Gruner Veltliner,Late Harvest/Dessert/Ice Wine,Lemberger,Madeleine Angevine,Malbec,Marechal Foch,Mead,Merlot,Montepulciano,Mourvedre,Muller-Thurgau,Muscat Blanc,Muscat Canelli,Muscat Noir,Nebbiolo,Orange Muscat,Other,Petit Verdot,Petite Sirah,Pinot Blanc,Pinot Gris,Pinot Noir,Primitivo,Riesling,Rose,Roussanne,Sagrantino,Sake,Sangiovese,Sauvignon Blanc,Semillon,Siegerrebe,Sparkling,Sylvaner,Syrah,Tempranillo,Tinto Cao,Touriga Nacional,Viognier,Zinfandel
Cedar River Cellars,https://www.washingtonwine.org/wineries/cedar-river-cellars/,http://www.CedarRiverCellars.com,"We invite you to encounter our wines in a tranquil natural environment, among old-growth cedars at our charming, intimate park-like tasting venue.  A rejuvenating retreat is just a bottle-opener and a few minutes away from Sea-Tac airport or Seattle.",206.229.2104,,info@CedarRiverCellars.com,Winery,True,"Friday 4-7 pm
Saturday 12-5 pm
Sunday 12-5 pm",1,Greater Seattle Area,https://wswc-1290.kxcdn.com/_assets/ac76b0eecc0ceee0e44c0d0d7df43f97/CedarRiverCellars_logo_250.jpg,"[{'objectName': 'fe6d43167631a8b25a5699f962f971c9', 'name': 'V•N•A Viognier', 'variety': 'Viognier'}, {'objectName': 'aba80064b65745d06ed70a02ea1a1d27', 'name': 'Watershed', 'variety': 'Merlot'}, {'objectName': '3089522465db794664ab441edbe76793', 'name': 'Confluence', 'variety': 'Blend - Other Red'}, {'objectName': 'e030027ccbb01523e17b66e6d9d9f161', 'name': ""Ava's Crush"", 'variety': 'Cabernet Sauvignon'}, {'objectName': 'ea5312055b7bd59f785bfb43f8eab06f', 'name': 'Bella Bella', 'variety': 'Syrah'}]",8548,1,4,0,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
Cedergreen Cellars,https://www.washingtonwine.org/wineries/cedergreen-cellars/,http://www.cedergreencellars.com,"Cedergreen Cellars produces wines from exceptional fruit, created with an eye towards pairing the passions of fine foods and memories that live close to the heart.",,,,Winery,False,,,Greater Seattle Area,https://wswc-1290.kxcdn.com/_assets/81bbd00c283d5ccab53ba3b16b331064/cedergreen logo small.jpg,[],388,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Ceili Winery,https://www.washingtonwine.org/wineries/ceili-winery/,,,,,,Winery,False,,,,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],19110,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Celaeno Winery,https://www.washingtonwine.org/wineries/celaeno-winery/,,"Wine with an attitude, balancing generous fruit and tannins with appropriate barrel aging.",425 417 9725,,celaeno@celaenowinery.com,Winery,True,"Fri 1-5 PM
Sat, Sun, 12-5 PM. Other times available by calling 425-417-9725",1,Woodinville,https://wswc-1290.kxcdn.com/_assets/b4cd5a7b95ce64ee33d53a35d9e311ed/logo480.jpg,"[{'objectName': 'd99c2c22937093dc3508012e492ec386', 'name': 'Okanogan County Pinot Noir', 'variety': 'Pinot Noir'}, {'objectName': 'f3ccd679e76b0603e84038949eaf6c5f', 'name': 'Both Barrels Syrah', 'variety': 'Syrah'}, {'objectName': '29973a9c76ff3fe4b41f5ad016d7a928', 'name': 'Petite Verdot', 'variety': 'Other'}, {'objectName': '7ec9f9b837af18fe7783a0a66c53e39f', 'name': 'Bone Dry Gewurztraminer', 'variety': 'Gewurztraminer'}, {'objectName': '8b0544bc8b7980851cd9091f03b9287a', 'name': 'Boat Deck', 'variety': 'Viognier'}]",10910,2,2,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
Chandler Reach Winery,https://www.washingtonwine.org/wineries/chandler-reach-winery/,http://www.chandlerreach.com,,509-588-8800,509-588-3550,shelbey@chandlerreach.com,Winery,True,"Thursday-Sunday 11am-5pm 
Call ahead for variable winter hours.",1,Yakima,https://wswc-1290.kxcdn.com/_assets/ab064ea5846159cba81b96b6ec8cfca5/CRV_logo_color_RGB.jpg,[],397,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Chapel Storm,https://www.washingtonwine.org/wineries/chapel-storm/,,"Our winery is a small, family owned, urban winery, in Tacoma Washington.  Tastings by appointment.",253 258 2862,,info@chapelstorm.com,Winery,False,,,South Sound (Olympia Area),https://wswc-1290.kxcdn.com/_assets/88788a15710a8c4c0f837b41e5e2b4eb/CS.jpg,"[{'objectName': 'b2b485809c81b8f53c89b45c6c9ccf94', 'name': 'Rumbleseat Red', 'variety': 'Blend - Other Red'}, {'objectName': '3c42d02f928352745cce9e5c7c32483b', 'name': 'Stadium Syrah', 'variety': 'Syrah'}, {'objectName': 'e6b48061ff43f5458346e36d6ea9f94f', 'name': 'Carmenere', 'variety': 'Carmenere'}, {'objectName': '2c88838e41263aa4d452838f0e2fedb1', 'name': 'Viogner', 'variety': 'Viognier'}, {'objectName': '7327dfcca93464796996f669e2b975b2', 'name': 'Malbec', 'variety': 'Malbec'}, {'objectName': '3f4ebd4eeb37e343911a23139c2cab0d', 'name': 'Commencement Cabernet', 'variety': 'Cabernet Sauvignon'}]",19774,1,5,0,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
Charles and Charles,https://www.washingtonwine.org/wineries/charles-and-charles/,,,,,,Winery,False,,,,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],18647,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Charles Smith Wines Downtown Walla Walla,https://www.washingtonwine.org/wineries/charles-smith-wines/,http://www.winesofsubstance.com,"A converted old auto-repair warehouse, the Charles Smith Wines Downtown Tasting Room welcomes visitors to taste our wines and listen to great music. With the help of Seattle’s talented Olson Kundig Architects, the tasting room also has two...",509-526-5230,509-526-5267,info@winesofsubstance.com,Winery,True,Tasting Room: 10am-6pm Daily,1,Walla Walla,https://wswc-1290.kxcdn.com/_assets/d80c4c661958a1fe23c1538ad520190f/original1.WinesofSubstance_logo.jpg,[],3270,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Chateau Beck,https://www.washingtonwine.org/wineries/chateau-beck/,,,,,,Winery,False,,0,Rattlesnake Hills,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],20252,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Chateau Faire Le Pont,https://www.washingtonwine.org/wineries/chateau-faire-le-pont/,http://www.fairelepont.net,,509-667-9463,,DebeBrazil@nwi.net,Winery,True,"Sun-Mon 11-6, Tue-Sat 11-9",,Wenatchee,https://wswc-1290.kxcdn.com/_assets/b14058336afb90e43977c4e5c9d5ba25/Chateau_Faire_le_Pont.jpg,[],403,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Chateau NoElle Vineyards &amp; Winery,https://www.washingtonwine.org/wineries/chateau-noelle-vineyards-winery/,,,,,,Winery,True,Tastings by appointment.  Call/text Tom Wilson @ 425-417-2374 or email tom.wilson@chateaunoelle.com,1,Greater Seattle Area,https://wswc-1290.kxcdn.com/_assets/811a7edf4a1985ee96d06e5cfb64ad5d/logo1 jpg version.jpg,"[{'objectName': 'a703e89facd7bb17dc6d592e5b14cef4', 'name': 'Revelation', 'variety': 'Pinot Noir'}, {'objectName': 'af4fb1218d1e3a99e69ca84f4b97da9b', 'name': 'Sarah', 'variety': 'Riesling'}, {'objectName': 'b8201f54e2accd84ce44eb16288718ec', 'name': 'Communion', 'variety': 'Syrah'}, {'objectName': '50b6684204fc4e0dd8447b71191d42f1', 'name': 'Salome', 'variety': 'Chardonnay'}, {'objectName': '9b3fca8241d49a42c5849d9b3017f70a', 'name': 'Numinous', 'variety': 'Blend - Bordeaux Style Red'}, {'objectName': '7501761a52e175307b73893cc2e7858e', 'name': 'Eve', 'variety': 'Riesling'}]",20222,3,3,0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
Chateau Rollat Winery LLC,https://www.washingtonwine.org/wineries/chateau-rollat-winery/,,,,,,Winery,True,,,Walla Walla,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],7145,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Chateau Ste. Michelle,https://www.washingtonwine.org/wineries/chateau-ste-michelle/,http://www.ste-michelle.com,Chateau Ste. Michelle pioneered vinifera grape growing in Washington state and has been producing classic European varietal wines since 1967. The winery combines an ongoing dedication to research with a commitment to classic winemaking...,425-488-1133,,info@ste-michelle.com,Winery,True,10 AM - 5 PM,1,Woodinville,https://wswc-1290.kxcdn.com/_assets/e11fc6c671472a7b803510fe6c063aa2/CSM_logo.jpg,"[{'objectName': '0d14088bbc45f80e6cd16cbc49d67f03', 'name': 'Chateau Ste. Michelle Cabernet Sauvignon', 'variety': 'Cabernet Sauvignon'}, {'objectName': 'd4d4fb63dc8f2459b5ce7485742f009a', 'name': 'Chateau Ste. Michelle Canoe Ridge Estate Cabernet Sauvignon', 'variety': 'Cabernet Sauvignon'}, {'objectName': 'ae99030fd07c0cfbc6a7e1c3f59e12e6', 'name': 'Chateau Ste. Michelle & Dr. Loosen Single Berry Select', 'variety': 'Late Harvest/Dessert/Ice Wine'}, {'objectName': '0eafef19235c9eb5c34d5ee7be62d36d', 'name': 'Chateau Ste. Michelle Cold Creek Vineyard Riesling', 'variety': 'Riesling'}, {'objectName': 'd37009c2c075eb409508410cbb4b9569', 'name': 'Chateau Ste. Michelle Riesling', 'variety': 'Riesling'}, {'objectName': 'fd2c9e9b9f8e2cab17322cbaffd86b33', 'name': 'Chateau Ste. Michelle Artist Series', 'variety': 'Blend - Bordeaux Style Red'}, {'objectName': 'ce48731b1269e28ee4d256c5fdc8abb2', 'name': 'Chateau Ste. Michelle Syrah', 'variety': 'Syrah'}, {'objectName': 'e2b79967fdbb26504cdc6f41026ac7e0', 'name': 'Chateau Ste. Michelle Harvest Select Riesling', 'variety': 'Riesling'}, {'objectName': 'ef88e1751cffd3a45b036ddbee4dba40', 'name': 'Chateau Ste. Michelle Cold Creek Vineyard Merlot', 'variety': 'Merlot'}, {'objectName': 'a5fabeac9e2f82bb3a8f5dec9ede7776', 'name': 'Chateau Ste. Michelle Cold Creek Vineyard Chardonnay', 'variety': 'Chardonnay'}, {'objectName': 'da648cf62044b6f8a1e5dec004f04482', 'name': 'Chateau Ste. Michelle Merlot', 'variety': 'Merlot'}, {'objectName': 'd0311cf905fba445151969109ce8fbc6', 'name': 'Chateau Ste. Michelle Gewürztraminer', 'variety': 'Gewurztraminer'}, {'objectName': '124daaa6ea48e8e3dde896ca294ef2a5', 'name': 'Chateau Ste. Michelle Sauvignon Blanc', 'variety': 'Sauvignon Blanc'}, {'objectName': '513c6c74f412c9fb88211a139b128317', 'name': 'Chateau Ste. Michelle Pinot Gris', 'variety': 'Pinot Gris'}, {'objectName': '9b2459d23809daa1209d29fe41d57c65', 'name': 'Chateau Ste. Michelle Dry Riesling', 'variety': 'Riesling'}, {'objectName': 'e1b7f688d07480082691a5a7adc0ccd4', 'name': 'Chateau Ste. Michelle Ethos Merlot', 'variety': 'Merlot'}, {'objectName': 'e1bb487e850de35e63578677cf13f558', 'name': 'Chateau Ste. Michelle Ethos Cabernet Sauvignon', 'variety': 'Cabernet Sauvignon'}, {'objectName': '4be8c26fb2a914f0d57d1cd9c31a21b5', 'name': 'Chateau Ste. Michelle Chardonnay', 'variety': 'Chardonnay'}, {'objectName': '7a79b9d1e6667a262426c4ea5a3dd8e2', 'name': 'Chateau Ste. Michelle Indian Wells Cabernet Sauvignon', 'variety': 'Cabernet Sauvignon'}, {'objectName': '5a8065f62528b47a53e4ba46baafaf06', 'name': 'Chateau Ste. Michelle Indian Wells Merlot', 'variety': 'Merlot'}, {'objectName': '01fb3e6f8134ced3e352a27bbbf7caba', 'name': 'Chateau Ste. Michelle Indian Wells Red Blend', 'variety': 'Blend - Other Red'}, {'objectName': '4d12912d8beec2b2dbdf30cd85d90f94', 'name': 'Chateau Ste. Michelle & Dr. Loosen Eroica Gold Riesling', 'variety': 'Riesling'}, {'objectName': '8ddfb1b139ddabaae688745832e4c391', 'name': 'Chateau Ste. Michelle & Dr. Loosen Eroica Ice Wine', 'variety': 'Late Harvest/Dessert/Ice Wine'}, {'objectName': '5f81b6c2828dd57ab25af0400b0e18c6', 'name': 'Chateau Ste. Michelle Cold Creek Vineyard Cabernet Sauvignon', 'variety': 'Cabernet Sauvignon'}, {'objectName': '91c083236b5be6cf6214f7ef16b5f0e3', 'name': 'Chateau Ste. Michelle & Dr. Loosen Eroica Riesling', 'variety': 'Riesling'}, {'objectName': '93674ad21669bb2dc0db54683ac8005f', 'name': 'Chateau Ste. Michelle Canoe Ridge Estate Chardonnay', 'variety': 'Chardonnay'}, {'objectName': '7e04df3003996f5a392faebad81bd16f', 'name': 'Chateau Ste. Michelle Ethos Late Harvest White Riesling', 'variety': 'Riesling'}, {'objectName': '00930426f976a72920d39eb21cdba41f', 'name': 'Chatea Ste. Michelle Ethos Chardonnay', 'variety': 'Chardonnay'}, {'objectName': '9e802bdfd0809fbffe573ec0c64dad11', 'name': 'Chateau Ste. Michelle Indian Wells Chardonnay', 'variety': 'Chardonnay'}, {'objectName': '43a992e73ae660a4d9af93f71f46b157', 'name': 'Chateau Ste. Michelle Horse Heaven Vineyard Sauvignon Blanc', 'variety': 'Sauvignon Blanc'}, {'objectName': '07033548c5c3386c7a6628863f99490e', 'name': 'Chateau Ste. Michelle Canoe Ridge Estate Merlot', 'variety': 'Merlot'}]",408,16,13,2,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No
Chatter Creek Winery,https://www.washingtonwine.org/wineries/chatter-creek-winery/,http://www.chattercreek.com,"A self proclaimed Terroirist, Gordy Rawson crafts elegant hand made lots of varietal wines that emphasize the unique wine growing regions of Washington state.",(206) 985-2816,(206) 524-2908,gordy@chattercreek.com,Winery,True,Sat 11AM - 5PM,1,Woodinville,https://wswc-1290.kxcdn.com/_assets/beaa5d106aee018efdb802dd6c5f935e/new_logo.png,[],410,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Chelan Estate Winery,https://www.washingtonwine.org/wineries/chelan-estate-winery/,http://www.chelanestatewinery.com,In the early 90's we planted an experimental vineyard on the North Shore of Lake Chelan. With lessons learned we set out to find a location to grow Pinot Noir. We purchased 8 acres on the cooler South Shore in December of 1999.,509-682-5454,,info@chelanestatewinery.com,Winery,True,"Summer Hours:11-6 daily. Days/hours change at the end of October. Please call the winery for up-to-date hours/information. If you would like to purchase wine outside of these days/hours, please call the winery and leave a message on our voice mail (509)682-5454. We will  arrange a mutual time to meet you. 
Thank you!
Mary and Bob Broderick, Owners",1,Lake Chelan,https://wswc-1290.kxcdn.com/_assets/b6058e09b3fa50e02223d58b53b9805b/Pinot Noir 2006 Lake Chelan AVA Label.jpg,"[{'objectName': '551429f50f1d184a00828a8ee553c5b2', 'name': 'Chelan Estate 2010 Pinot Noir, Estate Vineyard, Lake Chelan AVA', 'variety': 'Pinot Noir'}, {'objectName': 'f0e425e69ccc7fbc56526a8bfdc4df18', 'name': 'C E Vineyards 2013 Chardonnay/Roussanne/Viognier, Stillwater Creek Vineyard, Columbia Valley', 'variety': 'Blend - Proprietary White'}, {'objectName': 'fa1825bb03daad2ea2ac70cf11393e41', 'name': 'Chelan Estate 2013 Merlot, Estate Vineyard, Lake Chelan AVA', 'variety': 'Merlot'}, {'objectName': '8c7e086618a8b0a49958391bcf32e0ff', 'name': 'C E Vineyards 2013 Petit Verdot, Stillwater Creek Vineyard, Columbia Valley', 'variety': 'Blend - Bordeaux Style Red'}, {'objectName': '55ba3b2ba41c0544e565eaeb0ddcf712', 'name': 'C E Vineyard 2013 Reserve Red, Stillwater Creek Vineyard, Columbia Valley', 'variety': 'Blend - Bordeaux Style Red'}]",412,1,4,0,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Chelan Ridge Winery,https://www.washingtonwine.org/wineries/chelan-ridge-winery/,http://www.chelanridgewinery.com,"Chelan Ridge is a small family owned and operated gravity-flow winery situated along the picturesque North Shore of Lake Chelan in Manson, Washington. Our classically styled wines are hand crafted in limited quantities from our Estate grown, hand...",509-687-4455,,,Winery,True,"Hours 12-6 daily.
Call for winter hours",1,Lake Chelan,https://wswc-1290.kxcdn.com/_assets/bd8385abd1f6e87f8effffcf83cf04bc/2008 Cab Franc  - Front.JPG,[],1348,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Chelan Wine Company,https://www.washingtonwine.org/wineries/chelan-wine-company/,,See: Vin du Lac Winery,,,,Winery,True,,,Lake Chelan,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],415,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cherry Valley Winery,https://www.washingtonwine.org/wineries/cherry-valley-winery/,,,,,,Winery,False,,1,Other,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],20254,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Chester-Kidder,https://www.washingtonwine.org/wineries/chesterkidder/,http://www.longshadows.com,"From the Long Shadows Vintners collection, Chester-Kidder is a collaboration between Washington wine visionary Allen Shoup and Long Shadows resident vintner Gilles Nicault, a celebrated winemaker in his own right.  ",509-526-0905,509-526-0006,vintners@longshadows.com,Winery,True,"By appointment only, requests accepted. Please call (509) 526-0905  for inquiries.",1,Walla Walla,https://wswc-1290.kxcdn.com/_assets/fc924ff0fee122c6189ff347582c9a8d/Chester Kidder 2011.jpg,"[{'objectName': 'd5a2c35d57ac0b655406ea852e2c8b17', 'name': 'Chester-Kidder Red Wine', 'variety': 'Blend - Other Red'}]",418,0,1,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cheval Cellars,https://www.washingtonwine.org/wineries/cheval-cellars_2/,,,,,,Winery,False,,1,Lake Chelan,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],20242,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
China Bend Vineyards,https://www.washingtonwine.org/wineries/china-bend-vineyards_1/,http://www.chinabend.com,,,,,Winery,True,,,Other,https://wswc-1290.kxcdn.com/_assets/b30348a0d55c81bc9e46840df11ada64/chbend.jpg,[],421,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Chinook Wines,https://www.washingtonwine.org/wineries/chinook-wines/,http://www.chinookwines.com,,509-786-2725,509-786-2777,info@chinookwines.com,Winery,True,"Sat-Sun 12noon-5pm May Through October
or by prior appointment, call 509-786-2725",1,Prosser,https://wswc-1290.kxcdn.com/_assets/ab2a4dea6446b7fb24092eea3d95f931/chinook.jpg,[],423,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Chocolate Shop,https://www.washingtonwine.org/wineries/chocolate-shop/,http://www.chocolateshopwine.com/,,(509) 522-1261,,info@chocolateshop.com,Winery,True,"M-F 11am - 5pm, Sat-Sun 11am-7pm",1,Walla Walla,https://wswc-1290.kxcdn.com/_assets/3fe2e49234a74c68ca9598decbb22f7f/ChocoShop LogoType.JPG,"[{'objectName': '282ddbbda1c16a2ed60cca90460f2077', 'name': 'Chocolate Shop Creme de Cocoa', 'variety': 'Other'}, {'objectName': '17a1d031d312479d7e5dfddd956c40d7', 'name': 'Chocolate Shop Chocolate Strawberry', 'variety': 'Blend - Other Red'}, {'objectName': '6433852c9a696bbe4053ec5de7f557b5', 'name': 'Chocolate Shop Chocolate Red Wine', 'variety': 'Blend - Other Red'}]",15299,0,2,1,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Chris Daniel Wines,https://www.washingtonwine.org/wineries/chris-daniel-wines/,,,,,,Winery,False,,,Central Washington (Wahluke Slope area),https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],19655,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Cinq Cellars,https://www.washingtonwine.org/wineries/cinq-cellars/,http://www.cinqcellars.com,"At Cinq Cellars we focus on making wines, in limited quantities, that reflect the unique character of Washington-sourced grapes. Accordingly we will emphasize fruit-forward wines.",425.654.2899,,info@cinqcellars.com,Winery,True,Once a month; see website for dates and times.,1,Greater Seattle Area,https://wswc-1290.kxcdn.com/_assets/d7abce584a137c170e2711466d9a28e8/Cinq_logo_email.png,"[{'objectName': 'a2d47a47bfc35369364cbb2da9efc4b2', 'name': 'The Storm - 2013', 'variety': 'Blend - Rhone Style Red'}, {'objectName': '23b8cebba86b83651d03b203ae903143', 'name': 'The Professors - 2013', 'variety': 'Blend - Bordeaux Style Red'}, {'objectName': '5072fb79c5ff056a26d61a7c8285ac53', 'name': '2014 Viognier', 'variety': 'Viognier'}, {'objectName': '5de1ee905c3eb0dcea78d9f930ff5f88', 'name': '2014 Rosie', 'variety': 'Rose'}, {'objectName': '4b61fdc51a11f7f705b56e30596545d2', 'name': '2014 Riesling', 'variety': 'Riesling'}]",17597,2,2,1,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
